sample_id,image,caption,prompt,answer
97,A,2,"Below are examples of evaluating image-caption consistency:

Example 1:
Image: <image>
Caption: the person on the left has curly hair and the person on the right has straight hair
Answer: No.

Example 2:
Image: <image>
Caption: the white wall will soon be painted blue
Answer: Yes.

Example 3:
Image: <image>
Caption: a mouse is touching a dog
Answer: No.

Example 4:
Image: <image>
Caption: A small animal with curled hair
Answer: Yes.

Example 5:
Image: <image>
Caption: white land and black water
Answer: No.

Example 6:
Image: <image>
Caption: the person who is wearing a crown is kissing a frog
Answer: Yes.

Example 7:
Image: <image>
Caption: the dog is swimming and the person is standing
Answer: No.

Example 8:
Image: <image>
Caption: a taller person is covering the eyes of a shorter person
Answer: Yes.

Now, evaluate this:
Image: <image>
Caption: they are using bait but still got no fish
Answer: ",No.
97,B,1,"Below are examples of evaluating image-caption consistency:

Example 1:
Image: <image>
Caption: the person on the left has curly hair and the person on the right has straight hair
Answer: No.

Example 2:
Image: <image>
Caption: the white wall will soon be painted blue
Answer: Yes.

Example 3:
Image: <image>
Caption: a mouse is touching a dog
Answer: No.

Example 4:
Image: <image>
Caption: A small animal with curled hair
Answer: Yes.

Example 5:
Image: <image>
Caption: white land and black water
Answer: No.

Example 6:
Image: <image>
Caption: the person who is wearing a crown is kissing a frog
Answer: Yes.

Example 7:
Image: <image>
Caption: the dog is swimming and the person is standing
Answer: No.

Example 8:
Image: <image>
Caption: a taller person is covering the eyes of a shorter person
Answer: Yes.

Now, evaluate this:
Image: <image>
Caption: they are using no bait but still got fish
Answer: ",No.
97,B,2,"Below are examples of evaluating image-caption consistency:

Example 1:
Image: <image>
Caption: the person on the left has curly hair and the person on the right has straight hair
Answer: No.

Example 2:
Image: <image>
Caption: the white wall will soon be painted blue
Answer: Yes.

Example 3:
Image: <image>
Caption: a mouse is touching a dog
Answer: No.

Example 4:
Image: <image>
Caption: A small animal with curled hair
Answer: Yes.

Example 5:
Image: <image>
Caption: white land and black water
Answer: No.

Example 6:
Image: <image>
Caption: the person who is wearing a crown is kissing a frog
Answer: Yes.

Example 7:
Image: <image>
Caption: the dog is swimming and the person is standing
Answer: No.

Example 8:
Image: <image>
Caption: a taller person is covering the eyes of a shorter person
Answer: Yes.

Now, evaluate this:
Image: <image>
Caption: they are using bait but still got no fish
Answer: ",No.
98,A,1,"Below are examples of evaluating image-caption consistency:

Example 1:
Image: <image>
Caption: You can catch more flies with honey than you can with vinegar
Answer: No.

Example 2:
Image: <image>
Caption: a worker in a yellow hat uses a drill to the left of where the opening in the wall is
Answer: Yes.

Example 3:
Image: <image>
Caption: a plant was harmed by another organism, and that organism broke the plant into pieces
Answer: No.

Example 4:
Image: <image>
Caption: more hair on the person's face than on their head
Answer: Yes.

Example 5:
Image: <image>
Caption: They have sunglasses over their hair
Answer: No.

Example 6:
Image: <image>
Caption: parent pointing at child
Answer: Yes.

Example 7:
Image: <image>
Caption: a deer's nose is resting on a child's hand
Answer: No.

Example 8:
Image: <image>
Caption: a person spraying water on someone else and a person on a bike
Answer: Yes.

Now, evaluate this:
Image: <image>
Caption: someone on the ground is spraying water towards a vehicle
Answer: ",Yes.
98,A,2,"Below are examples of evaluating image-caption consistency:

Example 1:
Image: <image>
Caption: You can catch more flies with honey than you can with vinegar
Answer: No.

Example 2:
Image: <image>
Caption: a worker in a yellow hat uses a drill to the left of where the opening in the wall is
Answer: Yes.

Example 3:
Image: <image>
Caption: a plant was harmed by another organism, and that organism broke the plant into pieces
Answer: No.

Example 4:
Image: <image>
Caption: more hair on the person's face than on their head
Answer: Yes.

Example 5:
Image: <image>
Caption: They have sunglasses over their hair
Answer: No.

Example 6:
Image: <image>
Caption: parent pointing at child
Answer: Yes.

Example 7:
Image: <image>
Caption: a deer's nose is resting on a child's hand
Answer: No.

Example 8:
Image: <image>
Caption: a person spraying water on someone else and a person on a bike
Answer: Yes.

Now, evaluate this:
Image: <image>
Caption: someone is on a vehicle spraying water towards the ground
Answer: ",No.
98,B,1,"Below are examples of evaluating image-caption consistency:

Example 1:
Image: <image>
Caption: You can catch more flies with honey than you can with vinegar
Answer: No.

Example 2:
Image: <image>
Caption: a worker in a yellow hat uses a drill to the left of where the opening in the wall is
Answer: Yes.

Example 3:
Image: <image>
Caption: a plant was harmed by another organism, and that organism broke the plant into pieces
Answer: No.

Example 4:
Image: <image>
Caption: more hair on the person's face than on their head
Answer: Yes.

Example 5:
Image: <image>
Caption: They have sunglasses over their hair
Answer: No.

Example 6:
Image: <image>
Caption: parent pointing at child
Answer: Yes.

Example 7:
Image: <image>
Caption: a deer's nose is resting on a child's hand
Answer: No.

Example 8:
Image: <image>
Caption: a person spraying water on someone else and a person on a bike
Answer: Yes.

Now, evaluate this:
Image: <image>
Caption: someone on the ground is spraying water towards a vehicle
Answer: ",No.
98,B,2,"Below are examples of evaluating image-caption consistency:

Example 1:
Image: <image>
Caption: You can catch more flies with honey than you can with vinegar
Answer: No.

Example 2:
Image: <image>
Caption: a worker in a yellow hat uses a drill to the left of where the opening in the wall is
Answer: Yes.

Example 3:
Image: <image>
Caption: a plant was harmed by another organism, and that organism broke the plant into pieces
Answer: No.

Example 4:
Image: <image>
Caption: more hair on the person's face than on their head
Answer: Yes.

Example 5:
Image: <image>
Caption: They have sunglasses over their hair
Answer: No.

Example 6:
Image: <image>
Caption: parent pointing at child
Answer: Yes.

Example 7:
Image: <image>
Caption: a deer's nose is resting on a child's hand
Answer: No.

Example 8:
Image: <image>
Caption: a person spraying water on someone else and a person on a bike
Answer: Yes.

Now, evaluate this:
Image: <image>
Caption: someone is on a vehicle spraying water towards the ground
Answer: ",Yes.
99,A,1,"Below are examples of evaluating image-caption consistency:

Example 1:
Image: <image>
Caption: the sailboat sails close but the beach is far away
Answer: No.

Example 2:
Image: <image>
Caption: a cat is lying down and a person is stretching
Answer: Yes.

Example 3:
Image: <image>
Caption: An adult wearing purple lying next to a child
Answer: No.

Example 4:
Image: <image>
Caption: The uncaged bird has an opened cage door
Answer: Yes.

Example 5:
Image: <image>
Caption: Young person playing baseball with a green bat and blue ball
Answer: No.

Example 6:
Image: <image>
Caption: two bodies share with one head
Answer: Yes.

Example 7:
Image: <image>
Caption: someone is wearing a black hat and yellow shirt
Answer: No.

Example 8:
Image: <image>
Caption: white land and black water
Answer: Yes.

Now, evaluate this:
Image: <image>
Caption: the dog wears as a hat what someone would normally bite
Answer: ",Yes.
99,A,2,"Below are examples of evaluating image-caption consistency:

Example 1:
Image: <image>
Caption: the sailboat sails close but the beach is far away
Answer: No.

Example 2:
Image: <image>
Caption: a cat is lying down and a person is stretching
Answer: Yes.

Example 3:
Image: <image>
Caption: An adult wearing purple lying next to a child
Answer: No.

Example 4:
Image: <image>
Caption: The uncaged bird has an opened cage door
Answer: Yes.

Example 5:
Image: <image>
Caption: Young person playing baseball with a green bat and blue ball
Answer: No.

Example 6:
Image: <image>
Caption: two bodies share with one head
Answer: Yes.

Example 7:
Image: <image>
Caption: someone is wearing a black hat and yellow shirt
Answer: No.

Example 8:
Image: <image>
Caption: white land and black water
Answer: Yes.

Now, evaluate this:
Image: <image>
Caption: the dog bites what someone would normally wear as a hat
Answer: ",No.
99,B,1,"Below are examples of evaluating image-caption consistency:

Example 1:
Image: <image>
Caption: the sailboat sails close but the beach is far away
Answer: No.

Example 2:
Image: <image>
Caption: a cat is lying down and a person is stretching
Answer: Yes.

Example 3:
Image: <image>
Caption: An adult wearing purple lying next to a child
Answer: No.

Example 4:
Image: <image>
Caption: The uncaged bird has an opened cage door
Answer: Yes.

Example 5:
Image: <image>
Caption: Young person playing baseball with a green bat and blue ball
Answer: No.

Example 6:
Image: <image>
Caption: two bodies share with one head
Answer: Yes.

Example 7:
Image: <image>
Caption: someone is wearing a black hat and yellow shirt
Answer: No.

Example 8:
Image: <image>
Caption: white land and black water
Answer: Yes.

Now, evaluate this:
Image: <image>
Caption: the dog wears as a hat what someone would normally bite
Answer: ",No.
99,B,2,"Below are examples of evaluating image-caption consistency:

Example 1:
Image: <image>
Caption: the sailboat sails close but the beach is far away
Answer: No.

Example 2:
Image: <image>
Caption: a cat is lying down and a person is stretching
Answer: Yes.

Example 3:
Image: <image>
Caption: An adult wearing purple lying next to a child
Answer: No.

Example 4:
Image: <image>
Caption: The uncaged bird has an opened cage door
Answer: Yes.

Example 5:
Image: <image>
Caption: Young person playing baseball with a green bat and blue ball
Answer: No.

Example 6:
Image: <image>
Caption: two bodies share with one head
Answer: Yes.

Example 7:
Image: <image>
Caption: someone is wearing a black hat and yellow shirt
Answer: No.

Example 8:
Image: <image>
Caption: white land and black water
Answer: Yes.

Now, evaluate this:
Image: <image>
Caption: the dog bites what someone would normally wear as a hat
Answer: ",Yes.
100,A,1,"Below are examples of evaluating image-caption consistency:

Example 1:
Image: <image>
Caption: someone talks on the phone angrily while another person sits happily
Answer: No.

Example 2:
Image: <image>
Caption: a shadow within the line
Answer: Yes.

Example 3:
Image: <image>
Caption: black socks and orange shoes
Answer: No.

Example 4:
Image: <image>
Caption: the person with the patterned shirt is curly-haired and the other is straight-haired
Answer: Yes.

Example 5:
Image: <image>
Caption: there are more ladybugs than flowers
Answer: No.

Example 6:
Image: <image>
Caption: butchering white meat while wearing yellow but not red
Answer: Yes.

Example 7:
Image: <image>
Caption: the person is bigger than the house
Answer: No.

Example 8:
Image: <image>
Caption: there are three bananas and two apples
Answer: Yes.

Now, evaluate this:
Image: <image>
Caption: the happy one is on the left and the upset one is on the right
Answer: ",Yes.
100,A,2,"Below are examples of evaluating image-caption consistency:

Example 1:
Image: <image>
Caption: someone talks on the phone angrily while another person sits happily
Answer: No.

Example 2:
Image: <image>
Caption: a shadow within the line
Answer: Yes.

Example 3:
Image: <image>
Caption: black socks and orange shoes
Answer: No.

Example 4:
Image: <image>
Caption: the person with the patterned shirt is curly-haired and the other is straight-haired
Answer: Yes.

Example 5:
Image: <image>
Caption: there are more ladybugs than flowers
Answer: No.

Example 6:
Image: <image>
Caption: butchering white meat while wearing yellow but not red
Answer: Yes.

Example 7:
Image: <image>
Caption: the person is bigger than the house
Answer: No.

Example 8:
Image: <image>
Caption: there are three bananas and two apples
Answer: Yes.

Now, evaluate this:
Image: <image>
Caption: the upset one is on the left and the happy one is on the right
Answer: ",Yes.
100,B,1,"Below are examples of evaluating image-caption consistency:

Example 1:
Image: <image>
Caption: someone talks on the phone angrily while another person sits happily
Answer: No.

Example 2:
Image: <image>
Caption: a shadow within the line
Answer: Yes.

Example 3:
Image: <image>
Caption: black socks and orange shoes
Answer: No.

Example 4:
Image: <image>
Caption: the person with the patterned shirt is curly-haired and the other is straight-haired
Answer: Yes.

Example 5:
Image: <image>
Caption: there are more ladybugs than flowers
Answer: No.

Example 6:
Image: <image>
Caption: butchering white meat while wearing yellow but not red
Answer: Yes.

Example 7:
Image: <image>
Caption: the person is bigger than the house
Answer: No.

Example 8:
Image: <image>
Caption: there are three bananas and two apples
Answer: Yes.

Now, evaluate this:
Image: <image>
Caption: the happy one is on the left and the upset one is on the right
Answer: ",No.
100,B,2,"Below are examples of evaluating image-caption consistency:

Example 1:
Image: <image>
Caption: someone talks on the phone angrily while another person sits happily
Answer: No.

Example 2:
Image: <image>
Caption: a shadow within the line
Answer: Yes.

Example 3:
Image: <image>
Caption: black socks and orange shoes
Answer: No.

Example 4:
Image: <image>
Caption: the person with the patterned shirt is curly-haired and the other is straight-haired
Answer: Yes.

Example 5:
Image: <image>
Caption: there are more ladybugs than flowers
Answer: No.

Example 6:
Image: <image>
Caption: butchering white meat while wearing yellow but not red
Answer: Yes.

Example 7:
Image: <image>
Caption: the person is bigger than the house
Answer: No.

Example 8:
Image: <image>
Caption: there are three bananas and two apples
Answer: Yes.

Now, evaluate this:
Image: <image>
Caption: the upset one is on the left and the happy one is on the right
Answer: ",Yes.
101,A,1,"Below are examples of evaluating image-caption consistency:

Example 1:
Image: <image>
Caption: plant made out of a light bulb
Answer: No.

Example 2:
Image: <image>
Caption: the green leaves will soon be red as the seasons change
Answer: Yes.

Example 3:
Image: <image>
Caption: a fish is jumping from left to right
Answer: No.

Example 4:
Image: <image>
Caption: a kid jumped then threw a basketball
Answer: Yes.

Example 5:
Image: <image>
Caption: the one on the left is happy and the other is sad
Answer: No.

Example 6:
Image: <image>
Caption: the sailboat sails close but the beach is far away
Answer: Yes.

Example 7:
Image: <image>
Caption: on halloween, a child dressed as an insect is to the right of a child dressed as a mammal
Answer: No.

Example 8:
Image: <image>
Caption: A person seen from above has a grid below them
Answer: Yes.

Now, evaluate this:
Image: <image>
Caption: fake mustache and real hair on head
Answer: ",No.
101,A,2,"Below are examples of evaluating image-caption consistency:

Example 1:
Image: <image>
Caption: plant made out of a light bulb
Answer: No.

Example 2:
Image: <image>
Caption: the green leaves will soon be red as the seasons change
Answer: Yes.

Example 3:
Image: <image>
Caption: a fish is jumping from left to right
Answer: No.

Example 4:
Image: <image>
Caption: a kid jumped then threw a basketball
Answer: Yes.

Example 5:
Image: <image>
Caption: the one on the left is happy and the other is sad
Answer: No.

Example 6:
Image: <image>
Caption: the sailboat sails close but the beach is far away
Answer: Yes.

Example 7:
Image: <image>
Caption: on halloween, a child dressed as an insect is to the right of a child dressed as a mammal
Answer: No.

Example 8:
Image: <image>
Caption: A person seen from above has a grid below them
Answer: Yes.

Now, evaluate this:
Image: <image>
Caption: real mustache and fake hair on head
Answer: ",No.
101,B,1,"Below are examples of evaluating image-caption consistency:

Example 1:
Image: <image>
Caption: plant made out of a light bulb
Answer: No.

Example 2:
Image: <image>
Caption: the green leaves will soon be red as the seasons change
Answer: Yes.

Example 3:
Image: <image>
Caption: a fish is jumping from left to right
Answer: No.

Example 4:
Image: <image>
Caption: a kid jumped then threw a basketball
Answer: Yes.

Example 5:
Image: <image>
Caption: the one on the left is happy and the other is sad
Answer: No.

Example 6:
Image: <image>
Caption: the sailboat sails close but the beach is far away
Answer: Yes.

Example 7:
Image: <image>
Caption: on halloween, a child dressed as an insect is to the right of a child dressed as a mammal
Answer: No.

Example 8:
Image: <image>
Caption: A person seen from above has a grid below them
Answer: Yes.

Now, evaluate this:
Image: <image>
Caption: fake mustache and real hair on head
Answer: ",No.
101,B,2,"Below are examples of evaluating image-caption consistency:

Example 1:
Image: <image>
Caption: plant made out of a light bulb
Answer: No.

Example 2:
Image: <image>
Caption: the green leaves will soon be red as the seasons change
Answer: Yes.

Example 3:
Image: <image>
Caption: a fish is jumping from left to right
Answer: No.

Example 4:
Image: <image>
Caption: a kid jumped then threw a basketball
Answer: Yes.

Example 5:
Image: <image>
Caption: the one on the left is happy and the other is sad
Answer: No.

Example 6:
Image: <image>
Caption: the sailboat sails close but the beach is far away
Answer: Yes.

Example 7:
Image: <image>
Caption: on halloween, a child dressed as an insect is to the right of a child dressed as a mammal
Answer: No.

Example 8:
Image: <image>
Caption: A person seen from above has a grid below them
Answer: Yes.

Now, evaluate this:
Image: <image>
Caption: real mustache and fake hair on head
Answer: ",No.
102,A,1,"Below are examples of evaluating image-caption consistency:

Example 1:
Image: <image>
Caption: the hurt person is on the left and the helpful person is on the right
Answer: No.

Example 2:
Image: <image>
Caption: the sail rests below the water
Answer: Yes.

Example 3:
Image: <image>
Caption: a person is in the tube
Answer: No.

Example 4:
Image: <image>
Caption: an odd number of sweet things on a plate with an even number of sides
Answer: Yes.

Example 5:
Image: <image>
Caption: aerial view of a green tree in the brown freshly turned soil next to a green field
Answer: No.

Example 6:
Image: <image>
Caption: boat house
Answer: Yes.

Example 7:
Image: <image>
Caption: the watering can is larger than the pot
Answer: No.

Example 8:
Image: <image>
Caption: there are more pineapples than boxes
Answer: Yes.

Now, evaluate this:
Image: <image>
Caption: real cat with toy baby
Answer: ",Yes.
102,A,2,"Below are examples of evaluating image-caption consistency:

Example 1:
Image: <image>
Caption: the hurt person is on the left and the helpful person is on the right
Answer: No.

Example 2:
Image: <image>
Caption: the sail rests below the water
Answer: Yes.

Example 3:
Image: <image>
Caption: a person is in the tube
Answer: No.

Example 4:
Image: <image>
Caption: an odd number of sweet things on a plate with an even number of sides
Answer: Yes.

Example 5:
Image: <image>
Caption: aerial view of a green tree in the brown freshly turned soil next to a green field
Answer: No.

Example 6:
Image: <image>
Caption: boat house
Answer: Yes.

Example 7:
Image: <image>
Caption: the watering can is larger than the pot
Answer: No.

Example 8:
Image: <image>
Caption: there are more pineapples than boxes
Answer: Yes.

Now, evaluate this:
Image: <image>
Caption: toy cat with real baby
Answer: ",No.
102,B,1,"Below are examples of evaluating image-caption consistency:

Example 1:
Image: <image>
Caption: the hurt person is on the left and the helpful person is on the right
Answer: No.

Example 2:
Image: <image>
Caption: the sail rests below the water
Answer: Yes.

Example 3:
Image: <image>
Caption: a person is in the tube
Answer: No.

Example 4:
Image: <image>
Caption: an odd number of sweet things on a plate with an even number of sides
Answer: Yes.

Example 5:
Image: <image>
Caption: aerial view of a green tree in the brown freshly turned soil next to a green field
Answer: No.

Example 6:
Image: <image>
Caption: boat house
Answer: Yes.

Example 7:
Image: <image>
Caption: the watering can is larger than the pot
Answer: No.

Example 8:
Image: <image>
Caption: there are more pineapples than boxes
Answer: Yes.

Now, evaluate this:
Image: <image>
Caption: real cat with toy baby
Answer: ",No.
102,B,2,"Below are examples of evaluating image-caption consistency:

Example 1:
Image: <image>
Caption: the hurt person is on the left and the helpful person is on the right
Answer: No.

Example 2:
Image: <image>
Caption: the sail rests below the water
Answer: Yes.

Example 3:
Image: <image>
Caption: a person is in the tube
Answer: No.

Example 4:
Image: <image>
Caption: an odd number of sweet things on a plate with an even number of sides
Answer: Yes.

Example 5:
Image: <image>
Caption: aerial view of a green tree in the brown freshly turned soil next to a green field
Answer: No.

Example 6:
Image: <image>
Caption: boat house
Answer: Yes.

Example 7:
Image: <image>
Caption: the watering can is larger than the pot
Answer: No.

Example 8:
Image: <image>
Caption: there are more pineapples than boxes
Answer: Yes.

Now, evaluate this:
Image: <image>
Caption: toy cat with real baby
Answer: ",Yes.
103,A,1,"Below are examples of evaluating image-caption consistency:

Example 1:
Image: <image>
Caption: astronauts in blue suits with a red planet in the background
Answer: No.

Example 2:
Image: <image>
Caption: almost everyone is in a boat and one is swimming
Answer: Yes.

Example 3:
Image: <image>
Caption: the text is black on white
Answer: No.

Example 4:
Image: <image>
Caption: a person with long hair behind a person with a beard
Answer: Yes.

Example 5:
Image: <image>
Caption: someone babys a pet
Answer: No.

Example 6:
Image: <image>
Caption: the person on the left is dancing and the person on the very right is sitting on the sofa
Answer: Yes.

Example 7:
Image: <image>
Caption: the person with facial hair cycles and the other person runs
Answer: No.

Example 8:
Image: <image>
Caption: hot rubber and cool metal
Answer: Yes.

Now, evaluate this:
Image: <image>
Caption: the lion is loud and the lionness is quiet
Answer: ",Yes.
103,A,2,"Below are examples of evaluating image-caption consistency:

Example 1:
Image: <image>
Caption: astronauts in blue suits with a red planet in the background
Answer: No.

Example 2:
Image: <image>
Caption: almost everyone is in a boat and one is swimming
Answer: Yes.

Example 3:
Image: <image>
Caption: the text is black on white
Answer: No.

Example 4:
Image: <image>
Caption: a person with long hair behind a person with a beard
Answer: Yes.

Example 5:
Image: <image>
Caption: someone babys a pet
Answer: No.

Example 6:
Image: <image>
Caption: the person on the left is dancing and the person on the very right is sitting on the sofa
Answer: Yes.

Example 7:
Image: <image>
Caption: the person with facial hair cycles and the other person runs
Answer: No.

Example 8:
Image: <image>
Caption: hot rubber and cool metal
Answer: Yes.

Now, evaluate this:
Image: <image>
Caption: the lion is quiet and the lionness is loud
Answer: ",No.
103,B,1,"Below are examples of evaluating image-caption consistency:

Example 1:
Image: <image>
Caption: astronauts in blue suits with a red planet in the background
Answer: No.

Example 2:
Image: <image>
Caption: almost everyone is in a boat and one is swimming
Answer: Yes.

Example 3:
Image: <image>
Caption: the text is black on white
Answer: No.

Example 4:
Image: <image>
Caption: a person with long hair behind a person with a beard
Answer: Yes.

Example 5:
Image: <image>
Caption: someone babys a pet
Answer: No.

Example 6:
Image: <image>
Caption: the person on the left is dancing and the person on the very right is sitting on the sofa
Answer: Yes.

Example 7:
Image: <image>
Caption: the person with facial hair cycles and the other person runs
Answer: No.

Example 8:
Image: <image>
Caption: hot rubber and cool metal
Answer: Yes.

Now, evaluate this:
Image: <image>
Caption: the lion is loud and the lionness is quiet
Answer: ",No.
103,B,2,"Below are examples of evaluating image-caption consistency:

Example 1:
Image: <image>
Caption: astronauts in blue suits with a red planet in the background
Answer: No.

Example 2:
Image: <image>
Caption: almost everyone is in a boat and one is swimming
Answer: Yes.

Example 3:
Image: <image>
Caption: the text is black on white
Answer: No.

Example 4:
Image: <image>
Caption: a person with long hair behind a person with a beard
Answer: Yes.

Example 5:
Image: <image>
Caption: someone babys a pet
Answer: No.

Example 6:
Image: <image>
Caption: the person on the left is dancing and the person on the very right is sitting on the sofa
Answer: Yes.

Example 7:
Image: <image>
Caption: the person with facial hair cycles and the other person runs
Answer: No.

Example 8:
Image: <image>
Caption: hot rubber and cool metal
Answer: Yes.

Now, evaluate this:
Image: <image>
Caption: the lion is quiet and the lionness is loud
Answer: ",No.
104,A,1,"Below are examples of evaluating image-caption consistency:

Example 1:
Image: <image>
Caption: there is less orange juice than milk
Answer: No.

Example 2:
Image: <image>
Caption: an old person kisses a young person
Answer: Yes.

Example 3:
Image: <image>
Caption: a person with long hair behind a person with a beard
Answer: No.

Example 4:
Image: <image>
Caption: a person wearing black shoes cleaning a bookshelf with an orange duster while a person wearing green shoes drinks wine from an orange glass and relaxes
Answer: Yes.

Example 5:
Image: <image>
Caption: the person with green legs is running quite slowly and the red legged one runs faster
Answer: No.

Example 6:
Image: <image>
Caption: the businessperson's down fall
Answer: Yes.

Example 7:
Image: <image>
Caption: ice being dumped on top of fish
Answer: No.

Example 8:
Image: <image>
Caption: there's more foam on the left than on the right
Answer: Yes.

Now, evaluate this:
Image: <image>
Caption: there is a pink couch with green pillows
Answer: ",Yes.
104,A,2,"Below are examples of evaluating image-caption consistency:

Example 1:
Image: <image>
Caption: there is less orange juice than milk
Answer: No.

Example 2:
Image: <image>
Caption: an old person kisses a young person
Answer: Yes.

Example 3:
Image: <image>
Caption: a person with long hair behind a person with a beard
Answer: No.

Example 4:
Image: <image>
Caption: a person wearing black shoes cleaning a bookshelf with an orange duster while a person wearing green shoes drinks wine from an orange glass and relaxes
Answer: Yes.

Example 5:
Image: <image>
Caption: the person with green legs is running quite slowly and the red legged one runs faster
Answer: No.

Example 6:
Image: <image>
Caption: the businessperson's down fall
Answer: Yes.

Example 7:
Image: <image>
Caption: ice being dumped on top of fish
Answer: No.

Example 8:
Image: <image>
Caption: there's more foam on the left than on the right
Answer: Yes.

Now, evaluate this:
Image: <image>
Caption: there is a green couch with pink pillows
Answer: ",Yes.
104,B,1,"Below are examples of evaluating image-caption consistency:

Example 1:
Image: <image>
Caption: there is less orange juice than milk
Answer: No.

Example 2:
Image: <image>
Caption: an old person kisses a young person
Answer: Yes.

Example 3:
Image: <image>
Caption: a person with long hair behind a person with a beard
Answer: No.

Example 4:
Image: <image>
Caption: a person wearing black shoes cleaning a bookshelf with an orange duster while a person wearing green shoes drinks wine from an orange glass and relaxes
Answer: Yes.

Example 5:
Image: <image>
Caption: the person with green legs is running quite slowly and the red legged one runs faster
Answer: No.

Example 6:
Image: <image>
Caption: the businessperson's down fall
Answer: Yes.

Example 7:
Image: <image>
Caption: ice being dumped on top of fish
Answer: No.

Example 8:
Image: <image>
Caption: there's more foam on the left than on the right
Answer: Yes.

Now, evaluate this:
Image: <image>
Caption: there is a pink couch with green pillows
Answer: ",Yes.
104,B,2,"Below are examples of evaluating image-caption consistency:

Example 1:
Image: <image>
Caption: there is less orange juice than milk
Answer: No.

Example 2:
Image: <image>
Caption: an old person kisses a young person
Answer: Yes.

Example 3:
Image: <image>
Caption: a person with long hair behind a person with a beard
Answer: No.

Example 4:
Image: <image>
Caption: a person wearing black shoes cleaning a bookshelf with an orange duster while a person wearing green shoes drinks wine from an orange glass and relaxes
Answer: Yes.

Example 5:
Image: <image>
Caption: the person with green legs is running quite slowly and the red legged one runs faster
Answer: No.

Example 6:
Image: <image>
Caption: the businessperson's down fall
Answer: Yes.

Example 7:
Image: <image>
Caption: ice being dumped on top of fish
Answer: No.

Example 8:
Image: <image>
Caption: there's more foam on the left than on the right
Answer: Yes.

Now, evaluate this:
Image: <image>
Caption: there is a green couch with pink pillows
Answer: ",Yes.
105,A,1,"Below are examples of evaluating image-caption consistency:

Example 1:
Image: <image>
Caption: gold for pan
Answer: No.

Example 2:
Image: <image>
Caption: The worker wears something striped over a white undershirt with a collar
Answer: Yes.

Example 3:
Image: <image>
Caption: a toy herbivore stands on top of at least one toy carnivore
Answer: No.

Example 4:
Image: <image>
Caption: the person on the left is crying sadly while the one on the right is smiling happily
Answer: Yes.

Example 5:
Image: <image>
Caption: cat house
Answer: No.

Example 6:
Image: <image>
Caption: a car containing many a box
Answer: Yes.

Example 7:
Image: <image>
Caption: an apple is on a target
Answer: No.

Example 8:
Image: <image>
Caption: the more content person has the healthier food and the less content person has the less healthy food
Answer: Yes.

Now, evaluate this:
Image: <image>
Caption: light colored dog with dark colored cat
Answer: ",Yes.
105,A,2,"Below are examples of evaluating image-caption consistency:

Example 1:
Image: <image>
Caption: gold for pan
Answer: No.

Example 2:
Image: <image>
Caption: The worker wears something striped over a white undershirt with a collar
Answer: Yes.

Example 3:
Image: <image>
Caption: a toy herbivore stands on top of at least one toy carnivore
Answer: No.

Example 4:
Image: <image>
Caption: the person on the left is crying sadly while the one on the right is smiling happily
Answer: Yes.

Example 5:
Image: <image>
Caption: cat house
Answer: No.

Example 6:
Image: <image>
Caption: a car containing many a box
Answer: Yes.

Example 7:
Image: <image>
Caption: an apple is on a target
Answer: No.

Example 8:
Image: <image>
Caption: the more content person has the healthier food and the less content person has the less healthy food
Answer: Yes.

Now, evaluate this:
Image: <image>
Caption: dark colored dog with light colored cat
Answer: ",Yes.
105,B,1,"Below are examples of evaluating image-caption consistency:

Example 1:
Image: <image>
Caption: gold for pan
Answer: No.

Example 2:
Image: <image>
Caption: The worker wears something striped over a white undershirt with a collar
Answer: Yes.

Example 3:
Image: <image>
Caption: a toy herbivore stands on top of at least one toy carnivore
Answer: No.

Example 4:
Image: <image>
Caption: the person on the left is crying sadly while the one on the right is smiling happily
Answer: Yes.

Example 5:
Image: <image>
Caption: cat house
Answer: No.

Example 6:
Image: <image>
Caption: a car containing many a box
Answer: Yes.

Example 7:
Image: <image>
Caption: an apple is on a target
Answer: No.

Example 8:
Image: <image>
Caption: the more content person has the healthier food and the less content person has the less healthy food
Answer: Yes.

Now, evaluate this:
Image: <image>
Caption: light colored dog with dark colored cat
Answer: ",Yes.
105,B,2,"Below are examples of evaluating image-caption consistency:

Example 1:
Image: <image>
Caption: gold for pan
Answer: No.

Example 2:
Image: <image>
Caption: The worker wears something striped over a white undershirt with a collar
Answer: Yes.

Example 3:
Image: <image>
Caption: a toy herbivore stands on top of at least one toy carnivore
Answer: No.

Example 4:
Image: <image>
Caption: the person on the left is crying sadly while the one on the right is smiling happily
Answer: Yes.

Example 5:
Image: <image>
Caption: cat house
Answer: No.

Example 6:
Image: <image>
Caption: a car containing many a box
Answer: Yes.

Example 7:
Image: <image>
Caption: an apple is on a target
Answer: No.

Example 8:
Image: <image>
Caption: the more content person has the healthier food and the less content person has the less healthy food
Answer: Yes.

Now, evaluate this:
Image: <image>
Caption: dark colored dog with light colored cat
Answer: ",Yes.
